I1028 12:35:14.737182       1 flags.go:52] FLAG: --address=":8085"
I1028 13:01:11.543635       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:01:11.543647       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:01:11.543693       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:01:11.543717       1 static_autoscaler.go:412] Starting scale down
I1028 13:01:11.543747       1 scale_down.go:706] No candidates for scale down
I1028 13:01:21.553000       1 static_autoscaler.go:147] Starting main loop
W1028 13:01:21.553143       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:01:21.553687       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:01:21.553702       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:01:21.553743       1 static_autoscaler.go:320] No schedulable pods
I1028 13:01:21.553758       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:01:21.553768       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:01:21.553781       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:01:21.553828       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:01:21.553853       1 static_autoscaler.go:412] Starting scale down
I1028 13:01:21.553883       1 scale_down.go:706] No candidates for scale down
I1028 13:01:31.562995       1 static_autoscaler.go:147] Starting main loop
I1028 13:01:31.563049       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 13:01:31.710414       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 13:02:31.710405431 +0000 UTC m=+1637.101589144
W1028 13:01:31.710617       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:01:31.711688       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:01:31.711707       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:01:31.711752       1 static_autoscaler.go:320] No schedulable pods
I1028 13:01:31.711769       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:01:31.711781       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:01:31.711800       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:01:31.711869       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:01:31.711892       1 static_autoscaler.go:412] Starting scale down
I1028 13:01:31.711933       1 scale_down.go:706] No candidates for scale down
I1028 13:01:35.945964       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.ReplicaSet total 0 items received
I1028 13:01:41.742344       1 static_autoscaler.go:147] Starting main loop
W1028 13:01:41.742506       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:01:41.743213       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:01:41.743228       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:01:41.743268       1 static_autoscaler.go:320] No schedulable pods
I1028 13:01:41.743297       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:01:41.743308       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:01:41.743320       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:01:41.743381       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:01:41.743405       1 static_autoscaler.go:412] Starting scale down
I1028 13:01:41.743449       1 scale_down.go:706] No candidates for scale down
I1028 13:01:51.752982       1 static_autoscaler.go:147] Starting main loop
W1028 13:01:51.753127       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:01:51.753691       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:01:51.753708       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:01:51.753750       1 static_autoscaler.go:320] No schedulable pods
I1028 13:01:51.753764       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:01:51.753774       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:01:51.753786       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:01:51.753835       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:01:51.753861       1 static_autoscaler.go:412] Starting scale down
I1028 13:01:51.753895       1 scale_down.go:706] No candidates for scale down
I1028 13:01:51.947464       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.StorageClass total 0 items received
I1028 13:02:01.764113       1 static_autoscaler.go:147] Starting main loop
W1028 13:02:01.764275       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:02:01.764959       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:02:01.764976       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:02:01.765036       1 static_autoscaler.go:320] No schedulable pods
I1028 13:02:01.765052       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:02:01.765064       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:02:01.765075       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:02:01.765134       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:02:01.765159       1 static_autoscaler.go:412] Starting scale down
I1028 13:02:01.765206       1 scale_down.go:706] No candidates for scale down
I1028 13:02:11.775356       1 static_autoscaler.go:147] Starting main loop
W1028 13:02:11.775511       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:02:11.776072       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:02:11.776091       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:02:11.776133       1 static_autoscaler.go:320] No schedulable pods
I1028 13:02:11.776150       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:02:11.776161       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:02:11.776172       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:02:11.776220       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:02:11.776245       1 static_autoscaler.go:412] Starting scale down
I1028 13:02:11.776275       1 scale_down.go:706] No candidates for scale down
I1028 13:02:21.785294       1 static_autoscaler.go:147] Starting main loop
W1028 13:02:21.785446       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:02:21.785968       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:02:21.785986       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:02:21.786027       1 static_autoscaler.go:320] No schedulable pods
I1028 13:02:21.786041       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:02:21.786051       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:02:21.786063       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:02:21.786110       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:02:21.786135       1 static_autoscaler.go:412] Starting scale down
I1028 13:02:21.786165       1 scale_down.go:706] No candidates for scale down
I1028 13:02:31.795346       1 static_autoscaler.go:147] Starting main loop
I1028 13:02:31.795408       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 13:02:31.956794       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 13:03:31.956786222 +0000 UTC m=+1697.347969917
W1028 13:02:31.956898       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:02:31.957280       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:02:31.957298       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:02:31.957340       1 static_autoscaler.go:320] No schedulable pods
I1028 13:02:31.957359       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:02:31.957373       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:02:31.957389       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:02:31.957433       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:02:31.957456       1 static_autoscaler.go:412] Starting scale down
I1028 13:02:31.957491       1 scale_down.go:706] No candidates for scale down
I1028 13:02:41.966896       1 static_autoscaler.go:147] Starting main loop
W1028 13:02:41.967059       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:02:41.967547       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:02:41.967565       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:02:41.967607       1 static_autoscaler.go:320] No schedulable pods
I1028 13:02:41.967625       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:02:41.967637       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:02:41.967649       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:02:41.967696       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:02:41.967722       1 static_autoscaler.go:412] Starting scale down
I1028 13:02:41.967754       1 scale_down.go:706] No candidates for scale down
I1028 13:02:47.643644       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:215: Watch close - *v1.Pod total 0 items received
I1028 13:02:51.976665       1 static_autoscaler.go:147] Starting main loop
W1028 13:02:51.979956       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:02:51.980698       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:02:51.980716       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:02:51.980758       1 static_autoscaler.go:320] No schedulable pods
I1028 13:02:51.980773       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:02:51.980785       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:02:51.980797       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:02:51.980964       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:02:51.981037       1 static_autoscaler.go:412] Starting scale down
I1028 13:02:51.981147       1 scale_down.go:706] No candidates for scale down
I1028 13:02:56.041412       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.ReplicationController total 0 items received
I1028 13:03:01.988721       1 static_autoscaler.go:147] Starting main loop
W1028 13:03:01.988861       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:03:01.989364       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:03:01.989385       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:03:01.989428       1 static_autoscaler.go:320] No schedulable pods
I1028 13:03:01.989444       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:03:01.989454       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:03:01.989466       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:03:01.989513       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:03:01.989539       1 static_autoscaler.go:412] Starting scale down
I1028 13:03:01.989571       1 scale_down.go:706] No candidates for scale down
I1028 13:03:11.998055       1 static_autoscaler.go:147] Starting main loop
W1028 13:03:11.998196       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:03:11.998684       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:03:11.998703       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:03:11.998772       1 static_autoscaler.go:320] No schedulable pods
I1028 13:03:11.998788       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:03:11.998798       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:03:11.998811       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:03:11.998861       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:03:11.998885       1 static_autoscaler.go:412] Starting scale down
I1028 13:03:11.998932       1 scale_down.go:706] No candidates for scale down
I1028 13:03:12.743361       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:339: Watch close - *v1.Job total 0 items received
I1028 13:03:22.007961       1 static_autoscaler.go:147] Starting main loop
W1028 13:03:22.008103       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:03:22.008618       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:03:22.008633       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:03:22.008675       1 static_autoscaler.go:320] No schedulable pods
I1028 13:03:22.008688       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:03:22.008698       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:03:22.008710       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:03:22.008757       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:03:22.008780       1 static_autoscaler.go:412] Starting scale down
I1028 13:03:22.008815       1 scale_down.go:706] No candidates for scale down
I1028 13:03:30.540613       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:280: Watch close - *v1.Node total 7 items received
I1028 13:03:32.041939       1 static_autoscaler.go:147] Starting main loop
I1028 13:03:32.041991       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 13:03:32.220872       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 13:04:32.220864504 +0000 UTC m=+1757.612048241
W1028 13:03:32.221116       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:03:32.221779       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:03:32.221870       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:03:32.221915       1 static_autoscaler.go:320] No schedulable pods
I1028 13:03:32.221998       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:03:32.222013       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:03:32.222027       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:03:32.222690       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:03:32.222783       1 static_autoscaler.go:412] Starting scale down
I1028 13:03:32.222819       1 scale_down.go:706] No candidates for scale down
I1028 13:03:37.547343       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:329: Watch close - *v1.ReplicationController total 0 items received
I1028 13:03:40.348481       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:190: Watch close - *v1.Pod total 0 items received
I1028 13:03:42.232981       1 static_autoscaler.go:147] Starting main loop
W1028 13:03:42.233111       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:03:42.233524       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:03:42.233541       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:03:42.233584       1 static_autoscaler.go:320] No schedulable pods
I1028 13:03:42.233601       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:03:42.233612       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:03:42.233625       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:03:42.233678       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:03:42.233707       1 static_autoscaler.go:412] Starting scale down
I1028 13:03:42.233741       1 scale_down.go:706] No candidates for scale down
I1028 13:03:52.242584       1 static_autoscaler.go:147] Starting main loop
W1028 13:03:52.242760       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:03:52.243398       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:03:52.243415       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:03:52.243472       1 static_autoscaler.go:320] No schedulable pods
I1028 13:03:52.243489       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:03:52.243500       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:03:52.243526       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:03:52.243576       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:03:52.243614       1 static_autoscaler.go:412] Starting scale down
I1028 13:03:52.243646       1 scale_down.go:706] No candidates for scale down
I1028 13:04:02.252287       1 static_autoscaler.go:147] Starting main loop
W1028 13:04:02.252431       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:04:02.252909       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:04:02.252925       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:04:02.252965       1 static_autoscaler.go:320] No schedulable pods
I1028 13:04:02.252981       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:04:02.252991       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:04:02.253002       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:04:02.253048       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:04:02.253073       1 static_autoscaler.go:412] Starting scale down
I1028 13:04:02.253105       1 scale_down.go:706] No candidates for scale down
I1028 13:04:06.042283       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.Node total 7 items received
I1028 13:04:12.262640       1 static_autoscaler.go:147] Starting main loop
W1028 13:04:12.262804       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:04:12.263321       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:04:12.263337       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:04:12.263378       1 static_autoscaler.go:320] No schedulable pods
I1028 13:04:12.263396       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:04:12.263407       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:04:12.263419       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:04:12.263468       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:04:12.263496       1 static_autoscaler.go:412] Starting scale down
I1028 13:04:12.263528       1 scale_down.go:706] No candidates for scale down
I1028 13:04:17.094445       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:370: Watch close - *v1.ConfigMap total 104 items received
I1028 13:04:21.042246       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.Service total 0 items received
I1028 13:04:22.272257       1 static_autoscaler.go:147] Starting main loop
W1028 13:04:22.272391       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:04:22.272906       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:04:22.272921       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:04:22.272963       1 static_autoscaler.go:320] No schedulable pods
I1028 13:04:22.272978       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:04:22.272988       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:04:22.273000       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
